,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
574,France,FRA,12/30/2020,237.0,237.0,0.0,99.0,75.0,0.0,0.0,0.0,1.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
575,France,FRA,12/31/2020,316.0,316.0,0.0,79.0,76.0,0.0,0.0,0.0,1.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
576,France,FRA,1/1/2021,325.0,325.0,0.0,9.0,62.0,0.0,0.0,0.0,1.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
577,France,FRA,1/2/2021,367.0,367.0,0.0,42.0,59.0,0.0,0.0,0.0,1.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
578,France,FRA,1/3/2021,441.0,441.0,0.0,74.0,61.0,0.0,0.0,0.0,1.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
579,France,FRA,1/4/2021,1800.0,1800.0,0.0,1359.0,250.0,0.0,0.0,0.0,4.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
580,France,FRA,1/5/2021,6744.0,6744.0,0.0,4944.0,944.0,0.01,0.01,0.0,14.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
581,France,FRA,1/6/2021,17064.0,17064.0,0.0,10320.0,2404.0,0.03,0.03,0.0,35.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
582,France,FRA,1/7/2021,43282.0,43282.0,0.0,26218.0,6138.0,0.06,0.06,0.0,90.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
583,France,FRA,1/8/2021,76022.0,76022.0,0.0,32740.0,10814.0,0.11,0.11,0.0,159.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
584,France,FRA,1/9/2021,86315.0,86315.0,0.0,10293.0,12278.0,0.13,0.13,0.0,181.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
585,France,FRA,1/10/2021,91629.0,91629.0,0.0,5314.0,13027.0,0.14,0.14,0.0,192.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
586,France,FRA,1/11/2021,125412.0,125412.0,0.0,33783.0,17659.0,0.18,0.18,0.0,260.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
587,France,FRA,1/12/2021,179119.0,179119.0,0.0,53707.0,24625.0,0.26,0.26,0.0,363.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
588,France,FRA,1/13/2021,235786.0,235786.0,0.0,56667.0,31246.0,0.35,0.35,0.0,461.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
589,France,FRA,1/14/2021,306206.0,306206.0,0.0,70420.0,37561.0,0.45,0.45,0.0,554.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
590,France,FRA,1/15/2021,364846.0,364846.0,0.0,58640.0,41261.0,0.54,0.54,0.0,608.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
591,France,FRA,1/16/2021,382326.0,382326.0,0.0,17480.0,42287.0,0.56,0.56,0.0,623.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
592,France,FRA,1/17/2021,391910.0,391910.0,0.0,9584.0,42897.0,0.58,0.58,0.0,632.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
593,France,FRA,1/18/2021,468073.0,468073.0,0.0,76163.0,48952.0,0.69,0.69,0.0,722.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
605,France,FRA,1/30/2021,1525377.0,1479909.0,45468.0,0.0,88109.0,2.25,2.18,0.07,1299.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
606,Germany,DEU,12/27/2020,24258.0,24258.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
607,Germany,DEU,12/28/2020,44096.0,44096.0,0.0,19838.0,19838.0,0.05,0.05,0.0,237.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
608,Germany,DEU,12/29/2020,87474.0,87474.0,0.0,43378.0,31608.0,0.1,0.1,0.0,377.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
609,Germany,DEU,12/30/2020,145542.0,145542.0,0.0,58068.0,40428.0,0.17,0.17,0.0,483.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
610,Germany,DEU,12/31/2020,184053.0,184053.0,0.0,38511.0,39949.0,0.22,0.22,0.0,477.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
611,Germany,DEU,1/1/2021,208488.0,208488.0,0.0,24435.0,36846.0,0.25,0.25,0.0,440.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
612,Germany,DEU,1/2/2021,259720.0,259720.0,0.0,51232.0,39244.0,0.31,0.31,0.0,468.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
613,Germany,DEU,1/3/2021,284542.0,284542.0,0.0,24822.0,37183.0,0.34,0.34,0.0,444.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
614,Germany,DEU,1/4/2021,333374.0,333374.0,0.0,48832.0,41325.0,0.4,0.4,0.0,493.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
615,Germany,DEU,1/5/2021,384962.0,384962.0,0.0,51588.0,42498.0,0.46,0.46,0.0,507.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
616,Germany,DEU,1/6/2021,441726.0,441726.0,0.0,56764.0,42312.0,0.53,0.53,0.0,505.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
617,Germany,DEU,1/7/2021,499800.0,499800.0,0.0,58074.0,45107.0,0.6,0.6,0.0,538.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
618,Germany,DEU,1/8/2021,559145.0,559145.0,0.0,59345.0,50094.0,0.67,0.67,0.0,598.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
619,Germany,DEU,1/9/2021,613707.0,613707.0,0.0,54562.0,50570.0,0.73,0.73,0.0,604.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
620,Germany,DEU,1/10/2021,646387.0,646387.0,0.0,32680.0,51692.0,0.77,0.77,0.0,617.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
621,Germany,DEU,1/11/2021,712198.0,712198.0,0.0,65811.0,54118.0,0.85,0.85,0.0,646.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
622,Germany,DEU,1/12/2021,793006.0,793006.0,0.0,80808.0,58292.0,0.95,0.95,0.0,696.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
623,Germany,DEU,1/13/2021,888293.0,888293.0,0.0,95287.0,63795.0,1.06,1.06,0.0,761.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
624,Germany,DEU,1/14/2021,988332.0,988332.0,0.0,100039.0,69790.0,1.18,1.18,0.0,833.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
625,Germany,DEU,1/15/2021,1080420.0,1079976.0,444.0,92088.0,74468.0,1.29,1.29,0.0,889.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
626,Germany,DEU,1/16/2021,1136176.0,1135222.0,954.0,55756.0,74638.0,1.36,1.35,0.0,891.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
627,Germany,DEU,1/17/2021,1181059.0,1165875.0,15184.0,44883.0,76382.0,1.41,1.39,0.02,912.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
628,Germany,DEU,1/18/2021,1254795.0,1223034.0,31761.0,73736.0,77514.0,1.5,1.46,0.04,925.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
629,Germany,DEU,1/19/2021,1347159.0,1288065.0,59094.0,92364.0,79165.0,1.61,1.54,0.07,945.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
630,Germany,DEU,1/20/2021,1469293.0,1361861.0,107432.0,122134.0,83000.0,1.75,1.63,0.13,991.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
631,Germany,DEU,1/21/2021,1562521.0,1420738.0,141783.0,93228.0,82027.0,1.86,1.7,0.17,979.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
632,Germany,DEU,1/22/2021,1675405.0,1503182.0,172223.0,112884.0,84998.0,2.0,1.79,0.21,1014.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
633,Germany,DEU,1/23/2021,1763436.0,1550585.0,212851.0,88031.0,89609.0,2.1,1.85,0.25,1070.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
634,Germany,DEU,1/24/2021,1829055.0,1588226.0,240829.0,65619.0,92571.0,2.18,1.9,0.29,1105.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
635,Germany,DEU,1/25/2021,1924286.0,1645074.0,279212.0,95231.0,95642.0,2.3,1.96,0.33,1142.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
636,Germany,DEU,1/26/2021,2023801.0,1697667.0,326134.0,99515.0,96663.0,2.42,2.03,0.39,1154.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
637,Germany,DEU,1/27/2021,2126699.0,1750258.0,376441.0,102898.0,93915.0,2.54,2.09,0.45,1121.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
638,Germany,DEU,1/28/2021,2222864.0,1801227.0,421637.0,96165.0,94335.0,2.65,2.15,0.5,1126.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
639,Germany,DEU,1/29/2021,2317158.0,1855457.0,461701.0,94294.0,91679.0,2.77,2.21,0.55,1094.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
640,Gibraltar,GIB,1/10/2021,420.0,420.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1355907465544691714
641,Gibraltar,GIB,1/11/2021,1445.0,1445.0,0.0,1025.0,1025.0,4.29,4.29,0.0,30424.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1355907465544691714
642,Gibraltar,GIB,1/12/2021,2501.0,2501.0,0.0,1056.0,1040.0,7.42,7.42,0.0,30869.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1355907465544691714
645,Gibraltar,GIB,1/15/2021,5135.0,5135.0,0.0,0.0,943.0,15.24,15.24,0.0,27990.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1355907465544691714
646,Gibraltar,GIB,1/16/2021,5847.0,5847.0,0.0,712.0,904.0,17.35,17.35,0.0,26832.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1355907465544691714
647,Gibraltar,GIB,1/17/2021,5847.0,5847.0,0.0,0.0,775.0,17.35,17.35,0.0,23003.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1355907465544691714
648,Gibraltar,GIB,1/18/2021,6435.0,6435.0,0.0,588.0,713.0,19.1,19.1,0.0,21163.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1355907465544691714
649,Gibraltar,GIB,1/19/2021,7017.0,7017.0,0.0,582.0,645.0,20.83,20.83,0.0,19145.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1355907465544691714
650,Gibraltar,GIB,1/20/2021,7017.0,7017.0,0.0,0.0,520.0,20.83,20.83,0.0,15434.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1355907465544691714
651,Gibraltar,GIB,1/21/2021,7947.0,7947.0,0.0,930.0,527.0,23.59,23.59,0.0,15642.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1355907465544691714
652,Gibraltar,GIB,1/22/2021,8877.0,8877.0,0.0,930.0,535.0,26.35,26.35,0.0,15880.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1355907465544691714
653,Gibraltar,GIB,1/23/2021,9807.0,9807.0,0.0,930.0,566.0,29.11,29.11,0.0,16800.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1355907465544691714
654,Gibraltar,GIB,1/24/2021,10341.0,10341.0,0.0,534.0,642.0,30.69,30.69,0.0,19056.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1355907465544691714
655,Gibraltar,GIB,1/25/2021,10539.0,10539.0,0.0,198.0,586.0,31.28,31.28,0.0,17393.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1355907465544691714
656,Gibraltar,GIB,1/26/2021,11073.0,11073.0,0.0,534.0,579.0,32.87,32.87,0.0,17186.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1355907465544691714
657,Gibraltar,GIB,1/27/2021,11607.0,11073.0,0.0,534.0,656.0,34.45,32.87,0.0,19471.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1355907465544691714
658,Gibraltar,GIB,1/28/2021,12332.0,12332.0,0.0,725.0,626.0,36.6,36.6,0.0,18581.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1355907465544691714
659,Gibraltar,GIB,1/29/2021,12866.0,12866.0,0.0,534.0,570.0,38.19,38.19,0.0,16918.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1355907465544691714
660,Gibraltar,GIB,1/30/2021,12866.0,12866.0,0.0,0.0,437.0,38.19,38.19,0.0,12971.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1355907465544691714
661,Greece,GRC,12/28/2020,386.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
662,Greece,GRC,12/29/2020,1056.0,1056.0,0.0,670.0,670.0,0.01,0.01,0.0,64.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
663,Greece,GRC,12/30/2020,1709.0,1709.0,0.0,653.0,662.0,0.02,0.02,0.0,64.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
664,Greece,GRC,12/31/2020,2313.0,2313.0,0.0,604.0,642.0,0.02,0.02,0.0,62.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
665,Greece,GRC,1/1/2021,2591.0,2591.0,0.0,278.0,551.0,0.02,0.02,0.0,53.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
666,Greece,GRC,1/2/2021,3132.0,3132.0,0.0,541.0,549.0,0.03,0.03,0.0,53.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
667,Greece,GRC,1/3/2021,3843.0,3843.0,0.0,711.0,576.0,0.04,0.04,0.0,55.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
668,Greece,GRC,1/4/2021,9975.0,9975.0,0.0,6132.0,1370.0,0.1,0.1,0.0,131.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
669,Greece,GRC,1/5/2021,16233.0,16233.0,0.0,6258.0,2168.0,0.16,0.16,0.0,208.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
670,Greece,GRC,1/6/2021,20466.0,20466.0,0.0,4233.0,2680.0,0.2,0.2,0.0,257.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
671,Greece,GRC,1/7/2021,26006.0,26006.0,0.0,5540.0,3385.0,0.25,0.25,0.0,325.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
672,Greece,GRC,1/8/2021,34787.0,34787.0,0.0,8781.0,4599.0,0.33,0.33,0.0,441.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
673,Greece,GRC,1/9/2021,40163.0,40163.0,0.0,5376.0,5290.0,0.39,0.39,0.0,508.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
674,Greece,GRC,1/10/2021,44080.0,44080.0,0.0,3917.0,5748.0,0.42,0.42,0.0,551.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
675,Greece,GRC,1/11/2021,49645.0,49645.0,0.0,5565.0,5667.0,0.48,0.48,0.0,544.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
676,Greece,GRC,1/12/2021,56199.0,56199.0,0.0,6554.0,5709.0,0.54,0.54,0.0,548.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
677,Greece,GRC,1/13/2021,64619.0,64619.0,0.0,8420.0,6308.0,0.62,0.62,0.0,605.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
678,Greece,GRC,1/14/2021,70695.0,70695.0,0.0,6076.0,6384.0,0.68,0.68,0.0,612.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
679,Greece,GRC,1/15/2021,75276.0,75276.0,0.0,4581.0,5784.0,0.72,0.72,0.0,555.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
680,Greece,GRC,1/16/2021,79744.0,79744.0,0.0,4468.0,5654.0,0.77,0.77,0.0,542.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
682,Greece,GRC,1/18/2021,85223.0,84803.0,420.0,0.0,5083.0,0.82,0.81,0.0,488.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
683,Greece,GRC,1/19/2021,93179.0,92139.0,1040.0,7956.0,5283.0,0.89,0.88,0.01,507.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
684,Greece,GRC,1/20/2021,107335.0,105700.0,1635.0,14156.0,6102.0,1.03,1.01,0.02,585.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
685,Greece,GRC,1/21/2021,123347.0,121109.0,2238.0,16012.0,7522.0,1.18,1.16,0.02,722.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
686,Greece,GRC,1/22/2021,140870.0,138312.0,2558.0,17523.0,9371.0,1.35,1.33,0.02,899.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
687,Greece,GRC,1/23/2021,157388.0,154273.0,3115.0,16518.0,11092.0,1.51,1.48,0.03,1064.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
689,Greece,GRC,1/25/2021,177377.0,169456.0,7921.0,0.0,13165.0,1.7,1.63,0.08,1263.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
690,Greece,GRC,1/26/2021,195783.0,182778.0,13005.0,18406.0,14658.0,1.88,1.75,0.12,1406.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
691,Greece,GRC,1/27/2021,213735.0,196009.0,17726.0,17952.0,15200.0,2.05,1.88,0.17,1458.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
692,Greece,GRC,1/28/2021,232070.0,208461.0,23609.0,18335.0,15532.0,2.23,2.0,0.23,1490.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
693,Greece,GRC,1/29/2021,251303.0,218910.0,32393.0,19233.0,15776.0,2.41,2.1,0.31,1514.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
694,Greece,GRC,1/30/2021,269106.0,230518.0,38588.0,17803.0,15960.0,2.58,2.21,0.37,1531.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
695,Hungary,HUN,12/28/2020,1094.0,-107921.06302521005,0.0,0.0,0.0,0.01,-0.3920693277310956,0.0,0.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1307-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-61-beteg
696,Hungary,HUN,12/29/2020,2461.0,-106554.06302521005,0.0,1367.0,1367.0,0.03,-0.3720693277310956,0.0,142.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1307-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-61-beteg
697,Hungary,HUN,12/30/2020,3789.0,-105226.06302521005,0.0,1328.0,1348.0,0.04,-0.3620693277310956,0.0,140.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1307-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-61-beteg
698,Hungary,HUN,12/31/2020,5110.0,-103905.06302521005,0.0,1321.0,1339.0,0.05,-0.3520693277310956,0.0,139.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1307-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-61-beteg
701,Hungary,HUN,1/3/2021,12000.0,-97015.06302521005,0.0,0.0,1818.0,0.12,-0.2820693277310956,0.0,188.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1307-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-61-beteg
702,Hungary,HUN,1/4/2021,15000.0,-94015.06302521005,0.0,3000.0,1987.0,0.16,-0.2420693277310956,0.0,206.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1307-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-61-beteg
703,Hungary,HUN,1/5/2021,21000.0,-88015.06302521005,0.0,6000.0,2648.0,0.22,-0.1820693277310956,0.0,274.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1307-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-61-beteg
704,Hungary,HUN,1/6/2021,31500.0,-77515.06302521005,0.0,10500.0,3959.0,0.33,-0.07206932773109559,0.0,410.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1307-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-61-beteg
705,Hungary,HUN,1/7/2021,42549.0,-66466.06302521005,0.0,11049.0,5348.0,0.44,0.0379306722689044,0.0,554.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1307-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-61-beteg
